battery_id,canonical_battery_id,source,dataset_name,source_battery_id,cycle_number,timestamp,ambient_temperature,source_type,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_load_mean,temperature_mean,temperature_std,temperature_rise_rate,internal_resistance,capacity,initial_capacity,capacity_ratio,eol_cycle,RUL,health_score,status
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,18,2026-01-01T00:18:00,28.268,kaggle_cycle,3.73,0.054,3.4414,4.0882,-1.7398,0.1378,-1.6616,23.8979,1.6792,1.0308,0.02471,1.968,2.03774,0.9657758104566825,80,62,96.57758104566825,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,19,2026-01-01T00:19:00,29.068,kaggle_cycle,3.7474,0.054,3.4701,4.0869,-1.8158,0.1172,-1.724,23.3562,1.4472,1.0525,0.01676,1.95991,2.03774,0.9618057259512991,80,61,96.18057259512992,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,20,2026-01-01T00:20:00,24.352,kaggle_cycle,3.742,0.0591,3.4674,4.0819,-1.7658,0.1076,-1.6638,26.1285,1.4152,0.6448,0.01695,1.96101,2.03774,0.9623455396664933,80,60,96.23455396664933,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,21,2026-01-01T00:21:00,26.001,kaggle_cycle,3.7495,0.0557,3.4677,4.1118,-1.8146,0.1058,-1.721,24.0472,1.5471,1.0166,0.02054,1.96486,2.03774,0.9642348876696734,80,59,96.42348876696734,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,22,2026-01-01T00:22:00,24.582,kaggle_cycle,3.651,0.0527,3.4323,4.1393,-1.7701,0.1285,-1.6792,25.9444,1.4025,0.2858,0.01588,1.95013,2.03774,0.9570062912834807,80,58,95.70062912834807,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,23,2026-01-01T00:23:00,22.348,kaggle_cycle,3.7408,0.0699,3.4939,4.1667,-1.7843,0.1299,-1.7454,24.0146,1.5479,0.4723,0.02092,1.92466,2.03774,0.9445071500780277,80,57,94.45071500780277,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,24,2026-01-01T00:24:00,29.681,kaggle_cycle,3.706,0.0616,3.426,4.1204,-1.7311,0.1351,-1.7368,24.2693,1.5122,0.3276,0.01675,1.92256,2.03774,0.9434765966217477,80,56,94.34765966217476,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,25,2026-01-01T00:25:00,21.279,kaggle_cycle,3.7372,0.0667,3.4748,4.1626,-1.8347,0.1351,-1.6887,26.0463,1.4055,0.4817,0.02839,1.89858,2.03774,0.9317086576305122,80,55,93.17086576305122,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,26,2026-01-01T00:26:00,29.946,kaggle_cycle,3.7264,0.053,3.4853,4.1357,-1.7523,0.1021,-1.7351,23.9194,1.3143,0.4342,0.02559,1.9105,2.03774,0.9375582753442541,80,54,93.7558275344254,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,27,2026-01-01T00:27:00,29.952,kaggle_cycle,3.7427,0.0508,3.4357,4.1409,-1.8024,0.1197,-1.6654,26.4675,1.3495,0.2842,0.02802,1.9134,2.03774,0.9389814205934025,80,53,93.89814205934024,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,28,2026-01-01T00:28:00,21.683,kaggle_cycle,3.7009,0.0555,3.4891,4.1286,-1.7866,0.1389,-1.6974,25.2832,1.4666,0.2692,0.02652,1.89371,2.03774,0.9293187550914249,80,52,92.93187550914249,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,29,2026-01-01T00:29:00,28.874,kaggle_cycle,3.6526,0.0636,3.4681,4.1094,-1.7855,0.138,-1.6663,23.6151,1.3324,0.9476,0.02489,1.91915,2.03774,0.9418031741046453,80,51,94.18031741046453,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,30,2026-01-01T00:30:00,29.552,kaggle_cycle,3.7094,0.0501,3.497,4.1356,-1.7279,0.113,-1.6768,25.9373,1.683,0.7122,0.01817,1.90146,2.03774,0.9331219880848391,80,50,93.31219880848391,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,31,2026-01-01T00:31:00,26.436,kaggle_cycle,3.6823,0.0511,3.4071,4.1652,-1.819,0.116,-1.7322,26.8602,1.6462,0.2803,0.02779,1.87282,2.03774,0.9190672019001443,80,49,91.90672019001444,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,32,2026-01-01T00:32:00,27.795,kaggle_cycle,3.6785,0.0651,3.4654,4.0821,-1.8015,0.1173,-1.6694,24.2404,1.574,0.3182,0.02498,1.87538,2.03774,0.9203234956373237,80,48,92.03234956373237,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,33,2026-01-01T00:33:00,25.127,kaggle_cycle,3.699,0.0677,3.4476,4.1263,-1.8123,0.1303,-1.6689,25.4555,1.4736,0.5834,0.01561,1.91123,2.03774,0.9379165153552466,80,47,93.79165153552465,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,34,2026-01-01T00:34:00,24.635,kaggle_cycle,3.6724,0.0637,3.4155,4.1195,-1.7793,0.121,-1.7209,24.7494,1.6629,0.6299,0.01723,1.87753,2.03774,0.921378586080658,80,46,92.1378586080658,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,35,2026-01-01T00:35:00,29.029,kaggle_cycle,3.7342,0.0605,3.4295,4.0748,-1.8678,0.1018,-1.7392,24.6997,1.3378,0.7948,0.02353,1.86042,2.03774,0.9129820291106815,80,45,91.29820291106815,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,36,2026-01-01T00:36:00,22.549,kaggle_cycle,3.6582,0.0601,3.4114,4.1362,-1.8513,0.1073,-1.7107,23.3332,1.6507,0.4679,0.02381,1.86369,2.03774,0.9145867480640318,80,44,91.45867480640318,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,37,2026-01-01T00:37:00,26.703,kaggle_cycle,3.7124,0.0553,3.4967,4.1571,-1.85,0.1074,-1.6753,25.4162,1.6486,0.2957,0.02302,1.87153,2.03774,0.9184341476341438,80,43,91.84341476341437,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,38,2026-01-01T00:38:00,21.167,kaggle_cycle,3.6672,0.0595,3.4692,4.1569,-1.7255,0.1241,-1.7013,25.474,1.6896,0.5247,0.02511,1.84033,2.03774,0.9031230677122696,80,42,90.31230677122696,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,39,2026-01-01T00:39:00,23.95,kaggle_cycle,3.6803,0.0525,3.4014,4.0812,-1.8775,0.1388,-1.6641,23.8369,1.5594,0.7848,0.02154,1.87716,2.03774,0.9211970123764563,80,41,92.11970123764563,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,40,2026-01-01T00:40:00,27.9,kaggle_cycle,3.6691,0.056,3.4463,4.1174,-1.8765,0.1066,-1.7348,25.8104,1.6855,0.6243,0.0279,1.86908,2.03774,0.9172318352684838,80,40,91.72318352684839,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,41,2026-01-01T00:41:00,22.013,kaggle_cycle,3.7069,0.0667,3.4051,4.0708,-1.7791,0.1285,-1.6521,26.3945,1.5948,0.7363,0.02331,1.86242,2.03774,0.9139635085928529,80,39,91.39635085928529,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,42,2026-01-01T00:42:00,24.875,kaggle_cycle,3.6986,0.0618,3.4611,4.1379,-1.7493,0.1195,-1.6786,25.1132,1.4688,0.4843,0.01595,1.84054,2.03774,0.9032261230578975,80,38,90.32261230578975,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,43,2026-01-01T00:43:00,24.171,kaggle_cycle,3.6973,0.0599,3.4939,4.1047,-1.7684,0.1008,-1.7212,23.7688,1.4375,0.4089,0.0183,1.87247,2.03774,0.9188954429907644,80,37,91.88954429907645,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,44,2026-01-01T00:44:00,23.392,kaggle_cycle,3.7102,0.0668,3.4657,4.0831,-1.8331,0.1285,-1.654,26.3323,1.5692,0.8611,0.02694,1.86926,2.03774,0.9173201684218791,80,36,91.73201684218792,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,45,2026-01-01T00:45:00,28.445,kaggle_cycle,3.7122,0.0556,3.4749,4.1367,-1.8593,0.108,-1.6894,23.4036,1.4664,1.0944,0.01955,1.85852,2.03774,0.9120496236026187,80,35,91.20496236026186,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,46,2026-01-01T00:46:00,20.47,kaggle_cycle,3.6518,0.0676,3.4357,4.0859,-1.7475,0.1358,-1.7468,23.2547,1.4722,0.7558,0.01681,1.81893,2.03774,0.8926212372530352,80,34,89.26212372530352,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,47,2026-01-01T00:47:00,22.578,kaggle_cycle,3.684,0.0571,3.4047,4.1578,-1.8372,0.106,-1.681,25.0615,1.5678,0.8358,0.0289,1.81565,2.03774,0.8910116109022741,80,33,89.10116109022741,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,48,2026-01-01T00:48:00,24.571,kaggle_cycle,3.7342,0.0522,3.4106,4.1311,-1.7549,0.1379,-1.6676,23.1679,1.3422,0.7669,0.02806,1.82432,2.03774,0.8952663244574872,80,32,89.52663244574872,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,49,2026-01-01T00:49:00,21.57,kaggle_cycle,3.6792,0.0588,3.4506,4.1433,-1.8641,0.1259,-1.7165,23.5511,1.6394,0.5952,0.02124,1.84857,2.03774,0.9071667631788158,80,31,90.71667631788158,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,50,2026-01-01T00:50:00,22.453,kaggle_cycle,3.7309,0.0568,3.4505,4.0785,-1.8204,0.1302,-1.7139,25.66,1.3606,0.8782,0.02133,1.83592,2.03774,0.9009589054540815,80,30,90.09589054540815,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,51,2026-01-01T00:51:00,28.018,kaggle_cycle,3.6913,0.0582,3.4459,4.1552,-1.7529,0.1145,-1.747,23.5823,1.304,0.9256,0.02915,1.79935,2.03774,0.883012553122577,80,29,88.3012553122577,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,52,2026-01-01T00:52:00,23.148,kaggle_cycle,3.7482,0.0533,3.4061,4.1459,-1.7744,0.1257,-1.6597,23.2312,1.5526,0.842,0.02491,1.78663,2.03774,0.8767703436159667,80,28,87.67703436159667,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,53,2026-01-01T00:53:00,22.957,kaggle_cycle,3.6902,0.0636,3.4554,4.1004,-1.7612,0.1364,-1.7492,24.1191,1.5111,1.0284,0.0255,1.80863,2.03774,0.8875666179198524,80,27,88.75666179198524,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,54,2026-01-01T00:54:00,22.051,kaggle_cycle,3.7044,0.0658,3.4652,4.1397,-1.738,0.1313,-1.7095,23.7892,1.4206,0.2333,0.02002,1.80012,2.03774,0.883390422723213,80,26,88.3390422723213,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,55,2026-01-01T00:55:00,27.401,kaggle_cycle,3.6626,0.0698,3.4284,4.0793,-1.7917,0.1209,-1.6743,23.6401,1.3112,0.9169,0.02389,1.81277,2.03774,0.8895982804479473,80,25,88.95982804479473,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,56,2026-01-01T00:56:00,27.742,kaggle_cycle,3.7227,0.0697,3.411,4.076,-1.8203,0.1251,-1.7146,23.1909,1.5604,0.3123,0.01947,1.77967,2.03774,0.8733547950180103,80,24,87.33547950180103,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,57,2026-01-01T00:57:00,24.531,kaggle_cycle,3.7483,0.0661,3.4989,4.1266,-1.7369,0.1251,-1.6967,25.3822,1.4401,0.4561,0.02677,1.80533,2.03774,0.8859471767742696,80,23,88.59471767742696,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,58,2026-01-01T00:58:00,26.724,kaggle_cycle,3.7214,0.0604,3.4248,4.1028,-1.7868,0.1329,-1.7139,23.392,1.5847,0.9456,0.01623,1.79996,2.03774,0.8833119043646394,80,22,88.33119043646394,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,59,2026-01-01T00:59:00,28.885,kaggle_cycle,3.6976,0.0589,3.4369,4.1226,-1.7859,0.1208,-1.7105,24.0548,1.4995,0.5811,0.0216,1.75675,2.03774,0.8621070401523256,80,21,86.21070401523257,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,60,2026-01-01T00:00:00,24.895,kaggle_cycle,3.7473,0.0665,3.4144,4.0827,-1.7662,0.1052,-1.6795,26.4531,1.3472,0.3914,0.0221,1.80484,2.03774,0.8857067143011376,80,20,88.57067143011376,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,61,2026-01-01T00:01:00,29.441,kaggle_cycle,3.6869,0.069,3.4602,4.1109,-1.8607,0.1229,-1.746,23.6132,1.4486,1.0919,0.01955,1.78974,2.03774,0.8782965442107433,80,19,87.82965442107434,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,62,2026-01-01T00:02:00,27.912,kaggle_cycle,3.6642,0.0618,3.4049,4.1594,-1.7378,0.1086,-1.6681,24.9552,1.3489,0.5138,0.02806,1.77008,2.03774,0.8686486009009983,80,18,86.86486009009982,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,63,2026-01-01T00:03:00,25.731,kaggle_cycle,3.7066,0.068,3.4781,4.1175,-1.7648,0.1242,-1.6738,25.0191,1.4844,0.6049,0.02174,1.76197,2.03774,0.8646687016007931,80,17,86.46687016007931,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,64,2026-01-01T00:04:00,23.252,kaggle_cycle,3.73,0.0633,3.441,4.0933,-1.8167,0.1216,-1.6542,26.5602,1.5944,0.7813,0.02799,1.7849,2.03774,0.8759213638638884,80,16,87.59213638638884,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,65,2026-01-01T00:05:00,25.72,kaggle_cycle,3.7296,0.0641,3.4561,4.0824,-1.7905,0.1077,-1.6881,25.3074,1.3211,0.7132,0.01784,1.77135,2.03774,0.8692718403721771,80,15,86.92718403721771,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,66,2026-01-01T00:06:00,28.969,kaggle_cycle,3.662,0.0687,3.418,4.0719,-1.7541,0.1098,-1.6794,26.5506,1.4777,0.9262,0.0241,1.75349,2.03774,0.8605072285963863,80,14,86.05072285963863,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,67,2026-01-01T00:07:00,20.45,kaggle_cycle,3.7362,0.0505,3.4437,4.1115,-1.7425,0.1127,-1.7243,23.4586,1.3397,0.3513,0.01716,1.74507,2.03774,0.8563751999764445,80,13,85.63751999764445,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,68,2026-01-01T00:08:00,20.896,kaggle_cycle,3.6807,0.0581,3.4169,4.1314,-1.828,0.1011,-1.7441,24.5598,1.428,0.5715,0.01986,1.73233,2.03774,0.8501231756750125,80,12,85.01231756750126,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,69,2026-01-01T00:09:00,28.277,kaggle_cycle,3.6621,0.0541,3.4752,4.1286,-1.8011,0.1301,-1.7115,23.4603,1.3243,0.6183,0.02111,1.73557,2.03774,0.8517131724361303,80,11,85.17131724361303,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,70,2026-01-01T00:10:00,24.075,kaggle_cycle,3.6734,0.0677,3.4269,4.1663,-1.772,0.1099,-1.6945,26.1409,1.4218,0.5661,0.01626,1.73814,2.03774,0.8529743735707206,80,10,85.29743735707206,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,71,2026-01-01T00:11:00,22.035,kaggle_cycle,3.7468,0.0575,3.4985,4.1482,-1.794,0.117,-1.6589,24.807,1.3004,0.6182,0.02744,1.7433,2.03774,0.8555065906347229,80,9,85.5506590634723,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,72,2026-01-01T00:12:00,29.721,kaggle_cycle,3.6501,0.0687,3.4482,4.1298,-1.7457,0.1152,-1.7149,25.5288,1.5341,0.6593,0.01568,1.71858,2.03774,0.843375504235084,80,8,84.3375504235084,warning
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,73,2026-01-01T00:13:00,25.631,kaggle_cycle,3.6801,0.0579,3.4123,4.084,-1.791,0.1112,-1.7068,25.4418,1.683,0.4865,0.02523,1.74165,2.03774,0.8546968700619314,80,7,85.46968700619314,good
kaggle::kaggle_demo::KAGGLE_000,kaggle::kaggle_demo::KAGGLE_000,kaggle,kaggle_demo,KAGGLE_000,74,2026-01-01T00:14:00,22.614,kaggle_cycle,3.7253,0.0591,3.4246,4.1683,-1.8253,0.1184,-1.69,23.0635,1.5767,0.7818,0.01503,1.71394,2.03774,0.8410984718364464,80,6,84.10984718364463,warning
