battery_id,canonical_battery_id,source,dataset_name,source_battery_id,cycle_number,timestamp,ambient_temperature,source_type,chemistry,form_factor,protocol_id,charge_c_rate,discharge_c_rate,ambient_temp,nominal_capacity,eol_ratio,dataset_license,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_load_mean,temperature_mean,temperature_std,temperature_rise_rate,internal_resistance,capacity,initial_capacity,capacity_ratio,eol_cycle,RUL,health_score,status
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,1300,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.7900878461448673,0.23079666016512132,2.6998837,4.1998806,-0.0020762124647527424,0.3402298120241846,-0.18790243296159026,39.97665013026059,0.23129914929118828,0.05278243292472245,0.0,0.6951914660611964,0.739819699191256,0.9396768791384636,6300,5000,93.96768791384636,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,1400,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.790684254502835,0.23035062859882882,2.6999638,4.2000012,-0.0021298763033491593,0.3402009726472163,-0.18792387276174782,40.01545038176692,0.2173591375516224,0.05299605093141585,0.0,0.6923929055695501,0.739819699191256,0.935894118967701,6300,4900,93.5894118967701,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,1600,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.792062413620678,0.22930693547171302,2.6999977,4.199955,-0.002125091888627386,0.34023190574829615,-0.18790761030724853,0.5203090025138987,0.00035009208662821847,8.231559862577424e-05,0.0,0.6864509284135905,0.739819699191256,0.9278624631974435,6300,4700,92.78624631974435,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,1800,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.79335308422478,0.22839375740290202,2.6999977,4.199955,-0.00220196930462505,0.3402020518989631,-0.1879466624233783,40.01191386833027,0.24193039519851678,0.05498124163556605,0.0,0.6804074956384311,0.739819699191256,0.9196936718260244,6300,4500,91.96936718260244,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,1900,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.794073183985362,0.22789400371964766,2.7001767,4.2000537,-0.0022224107790759996,0.3401453163148622,-0.18788692504937698,40.05129209829004,0.21981338596986894,0.05522557209920696,0.0,0.6774003810000151,0.739819699191256,0.9156290130426705,6300,4400,91.56290130426706,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2000,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.7946447171512196,0.22751855465870505,2.6999962,4.1998734,-0.002247862107604939,0.34007659927891926,-0.1878533321638149,39.91998354406503,0.23407414611261268,0.05650458361275027,0.0,0.6745348537140621,0.739819699191256,0.9117557351493061,6300,4300,91.1755735149306,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2100,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.795095263668125,0.2273576687552201,2.7000365,4.1998334,-0.002347523156225791,0.34005229343377663,-0.18789159732411334,39.95640204146803,0.23984428366402408,0.05637568786747322,0.0,0.6720794644482617,0.739819699191256,0.9084368328971972,6300,4200,90.84368328971972,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2200,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.795864884357469,0.22670653343539798,2.6998651,4.2000227,-0.002319669777551519,0.3400371449235592,-0.18786479179302587,40.01747421075424,0.23268091708193916,0.05593727601532448,0.0,0.6687765728443589,0.739819699191256,0.903972378101639,6300,4100,90.3972378101639,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2300,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.7962390123068817,0.22669931022077836,2.700146,4.2000628,-0.0023980734489205376,0.3399812150635175,-0.18785506465390991,40.02946899255526,0.23923500319943855,0.05687299753383629,0.0,0.6662935816337018,0.739819699191256,0.9006161668337159,6300,4000,90.0616166833716,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2400,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.7969218759866354,0.22604253117746634,2.6999531,4.1999502,-0.0023645207648197364,0.33992614424644896,-0.18779348514726185,40.04254699444242,0.24641180973369609,0.0588964292537977,0.0,0.6633362103117166,0.739819699191256,0.8966187451305387,6300,3900,89.66187451305387,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2500,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.797255355020587,0.22609732216714623,2.7001135,4.1999907,-0.002467351327757647,0.3399423641522377,-0.18786431150439664,40.0729270376876,0.24426269514040377,0.0569651443375481,0.0,0.6610694351627588,0.739819699191256,0.8935547889376505,6300,3800,89.35547889376505,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2600,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.798223550496965,0.22503231708459928,2.7000778,4.2001152,-0.0024072878956908563,0.3398404343212185,-0.1877727407253234,40.07147828033486,0.25692266036014544,0.05865389561417909,0.0,0.657924170998954,0.739819699191256,0.8893033961087718,6300,3700,88.93033961087718,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2700,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.798335426361933,0.2254389649793971,2.6999974,4.1999545,-0.00253156511994815,0.33989719450991074,-0.18788517464105886,40.09255409831348,0.2388274557126932,0.05704240959272154,0.0,0.6560075440245463,0.739819699191256,0.886712728441362,6300,3600,88.6712728441362,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2800,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.7987444884717414,0.2253217177362189,2.6998773,4.1999145,-0.002570171953126414,0.33981550853492787,-0.18781807160919328,40.08129207357533,0.25227963305956913,0.057962198259406406,0.0,0.6538609627428301,0.739819699191256,0.8838112359776404,6300,3500,88.38112359776405,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,2900,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.79986957399433,0.2238755535724874,2.6999574,4.2001953,-0.002480945922135916,0.33969565299673005,-0.1877289035136859,40.06213982795626,0.24219086735024375,0.058608323673321694,0.0,0.6503130997876426,0.739819699191256,0.8790156581374371,6300,3400,87.90156581374372,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3000,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.799813375783206,0.22459171316758703,2.6999574,4.1999145,-0.002613190885635267,0.33979482602990563,-0.18785521316778073,40.143718363048926,0.25076170087475247,0.05766587439423929,0.0,0.6489324649759106,0.739819699191256,0.8771494807252361,6300,3300,87.71494807252361,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3100,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.800069106631597,0.22465397589712274,2.6999574,4.1999545,-0.002669651171135344,0.33971702901790424,-0.18779989010332382,40.10483547649754,0.24488052743675498,0.05967231269790101,0.0,0.6470479784495365,0.739819699191256,0.874602256680737,6300,3200,87.4602256680737,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3200,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8016954844472366,0.2234429588530575,2.6999974,4.1999145,-0.001425048035034862,0.25524440900948614,-0.1226144281389087,40.021652464926305,0.2031246718656053,0.005508648839077486,0.0,0.6443041802246653,0.739819699191256,0.8708935176084054,6300,3100,87.08935176084054,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3300,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.800841462611905,0.22430133416806972,2.7000377,4.1998744,-0.002707234730852082,0.33966986081460954,-0.18777402119775755,40.03166023306908,0.25295047426381234,0.05823285301361051,0.0,0.6427386014401432,0.739819699191256,0.8687773549998218,6300,3000,86.87773549998218,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3500,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8039593994100396,0.22199524371472512,2.6999402,4.1998973,-0.0026223873435454606,0.3399888171275132,-0.18760318663464512,33.89443057992065,7.454022827185229,0.5725950527133823,0.0,0.6377784051443922,0.739819699191256,0.8620727534581579,6300,2800,86.20727534581579,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3600,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8024193380214624,0.2233233339949922,2.7000604,4.1999373,-0.002695598580696939,0.3397302493952573,-0.18784103404226266,39.9534752353611,0.24093617539199652,0.05918375767094356,0.0,0.6362344197773072,0.739819699191256,0.8599857782549121,6300,2700,85.99857782549121,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3700,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.803987719697022,0.22158661564151386,2.7000604,4.1999373,-0.0030681380071175164,0.33997195016655646,-0.18801469864744913,27.260292404398736,6.471138245345721,0.5571215540773808,0.0,0.6329968661090366,0.739819699191256,0.8556096394851418,6300,2600,85.56096394851419,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3800,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8041275784961566,0.22130260327400425,2.6998999,4.2000976,-0.002603134370991122,0.3394506495777634,-0.18758575080976791,40.002246828330954,0.26133066570511737,0.06075872030868453,0.0,0.6312261152476928,0.739819699191256,0.8532161497426011,6300,2500,85.3216149742601,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,3900,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8038119865418802,0.22244901550448698,2.7000203,4.1999774,-0.002759799578006755,0.3396182125318626,-0.1877858046628239,40.02586284523685,0.2559739083389831,0.06052916859689909,0.0,0.6299920249586739,0.739819699191256,0.851548053731684,6300,2400,85.1548053731684,good
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4000,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.803848803092027,0.22261398168129923,2.6998999,4.2000976,-0.002808439583972885,0.33950909792516754,-0.18779541521911403,40.07442519589825,0.25562862257156016,0.060662756876594726,0.0,0.6283933541187864,0.739819699191256,0.8493871612309366,6300,2300,84.93871612309366,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4100,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8048108149875515,0.2214842981643508,2.6999803,4.1999774,-0.0027396203982425074,0.3393693849896269,-0.18762032176386492,40.05652424764176,0.25861513071857184,0.06087791614008924,0.0,0.626184118638348,0.739819699191256,0.84640098029678,6300,2200,84.640098029678,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4200,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8045907816954396,0.22235797538374177,2.6998746,4.1999521,-0.002823985094282769,0.3394458206029974,-0.18767805016205313,40.07293148194507,0.25269628774563774,0.058771307446934894,0.0,0.624657403244016,0.739819699191256,0.8443373485821867,6300,2100,84.43373485821867,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4300,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8046516820012695,0.22274241886459106,2.699995,4.1999121,-0.0029469285805878427,0.3393401058868199,-0.18770281323352958,40.03223420157308,0.2554591117240849,0.05894475749964079,0.0,0.622829835890179,0.739819699191256,0.841867061083983,6300,2000,84.1867061083983,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4400,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.804764412742255,0.2229437723122203,2.699955,4.1999922,-0.002980104574376624,0.33924536294538704,-0.18766622992703497,40.039403690302734,0.25129131758594125,0.058716539468890015,0.0,0.6211661379958813,0.739819699191256,0.8396182727695917,6300,1900,83.96182727695917,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4500,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8064457225091153,0.22180316851208345,2.699955,4.1999922,-0.0016066766161510788,0.25473005665116916,-0.12245517408589318,39.96839936025681,0.20328038675172885,0.0053568845341197754,0.0,0.6189758637114208,0.739819699191256,0.8366577213178599,6300,1800,83.66577213178599,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4600,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8051710808546946,0.22306088561891388,2.699955,4.1999922,-0.003070307035323037,0.33912734766399705,-0.18761754679108505,39.98122606349771,0.2550705927536214,0.05787133463633229,0.0,0.618001151589201,0.739819699191256,0.8353402217658943,6300,1700,83.53402217658943,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,4800,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.805567871703307,0.2231875864213107,2.7000346,4.2001925,-0.0031398946485203284,0.3390013567440704,-0.18757297878212492,40.017398016479,0.25518644500553583,0.05894645978074636,0.0,0.614769372506843,0.739819699191256,0.8309718883923835,6300,1500,83.09718883923834,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5000,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8064149110855254,0.2224865615708407,2.6999638,4.1999211,-0.003137540128116219,0.3388118842166473,-0.1874307655823478,39.93478959917965,0.2608861007983947,0.058935129402141226,0.0,0.6106551254140997,0.739819699191256,0.8254107400514553,6300,1300,82.54107400514553,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5100,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8062267052652454,0.22329865542482644,2.6998434,4.2000813,-0.0032731894774454076,0.3387238235365969,-0.18743892046528,40.00023532442569,0.24827403438589313,0.05789817543924083,0.0,0.6095564639897748,0.739819699191256,0.823925700621543,6300,1200,82.3925700621543,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5200,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.808517155394251,0.22019701788417584,2.7001359,4.2001333,-0.003091248935934858,0.3386117307404775,-0.187257399550569,40.25311631967271,0.2584624616215825,0.05967685793357867,0.0,0.606892169498798,0.739819699191256,0.8203244252109405,6300,1100,82.03244252109405,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5300,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8073016936488937,0.22240890570798663,2.7000155,4.1999726,-0.003235011306867613,0.33880350065094267,-0.18748648981555632,40.26094645074356,0.2486217450276814,0.057064857943776304,0.0,0.6059156530483346,0.739819699191256,0.8190044867833333,6300,1000,81.90044867833333,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5400,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8072744317575182,0.22287559192361495,2.7000556,4.1999326,-0.0032647193822213554,0.3387262348079583,-0.18745795860985162,40.28147204767446,0.24361804319666402,0.05720612831772681,0.0,0.6043805766979642,0.739819699191256,0.8169295537259296,6300,900,81.69295537259296,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5500,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.8095949746311177,0.21960920523491773,2.6999755,4.1999726,-0.0032661401166520984,0.33834897824787313,-0.18721236211982928,40.31289865478451,0.26400930176960496,0.061364484627756545,0.0,0.6017465452983114,0.739819699191256,0.8133691843514289,6300,800,81.33691843514289,warning
oxford::oxford_degradation_1::Cell1,oxford::oxford_degradation_1::Cell1,oxford,oxford_degradation_1,Cell1,5600,,0.0,oxford_cycle,Li-ion,pouch,oxford_degradation_1,1.0,1.0,25.0,0.739819699191256,0.8,Oxford ORA repository,3.808127213728503,0.22228922699416265,2.7000556,4.2000527,-0.0033452928316286463,0.33864370972890473,-0.18744014512136417,40.32536442096597,0.24820096185337212,0.05834317069420829,0.0,0.6007844981234758,0.739819699191256,0.812068803764257,6300,700,81.2068803764257,warning
